Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
43,150,RL,,4108,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1.5Unf,6,4,1896,1967,Gable,CompShg,WdShing,VinylSd,None,8.71582464299677,TA,Gd,Slab,Gd,Gd,Av,ALQ,331.408504589066,Unf,15.494466096286194,794.5505758516695,1141.4535465370218,GasA,Ex,Y,SBrkr,1170,490,0,1660,1,0,2,0,2,1,TA,10,Typ,0,Ex,2Types,1963.0,RFn,1,665.698175783693,NA,Po,Y,28,57,99,0,0,71,NA,NA,NA,0,9,2007,New,Alloca,304111
44,90,RL,62.0,3529,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,Duplex,2.5Fin,5,6,1999,2000,Gable,CompShg,HdBoard,MetalSd,BrkFace,16.374261611917873,Gd,Gd,BrkTil,Gd,Gd,Mn,ALQ,494.24063212540847,Unf,1.4099877991602376,1495.579762141427,1991.2303820659956,GasA,Ex,Y,SBrkr,1378,1165,59,2602,0,1,3,0,4,1,TA,8,Typ,0,NA,Detchd,1994.0,Unf,1,292.40221356239283,Gd,Po,Y,254,19,23,0,41,81,NA,NA,NA,446,5,2008,Con,Alloca,377975
45,30,RL,72.0,10030,Pave,Grvl,Reg,Lvl,AllPub,Inside,Mod,NWAmes,Norm,Norm,1Fam,1Story,5,6,1946,1984,Gable,Metal,ImStucc,CBlock,BrkFace,333.09137125857507,Gd,Gd,BrkTil,Fa,TA,Mn,BLQ,538.5915028827415,Unf,17.94372609830787,404.07238481777904,960.6076137988283,GasA,Ex,Y,SBrkr,1011,998,42,2051,1,0,1,1,4,1,TA,4,Typ,3,NA,Basment,,RFn,2,103.09355691994799,TA,NA,Y,89,44,0,15,52,0,NA,NA,NA,212,2,2006,CWD,Partial,340728
46,20,RL,62.0,3133,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Timber,Artery,Norm,1Fam,1.5Fin,6,9,1919,1992,Gable,CompShg,Stucco,Stucco,BrkFace,1600.0,TA,Gd,CBlock,Gd,TA,No,LwQ,811.7342676654536,Unf,8.184231676570418,941.5072233429732,1761.4257226849973,GasA,Ex,Y,SBrkr,1015,944,0,1959,0,0,3,0,2,1,TA,7,Min1,1,TA,Attchd,1941.0,Fin,2,322.14425086158394,NA,Ex,Y,34,172,12,10,24,0,NA,NA,NA,154,5,2006,WD,Family,375506
47,180,RL,75.0,3198,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,Twnhs,1Story,6,8,1989,1985,Gable,CompShg,BrkFace,Stone,None,20.654345299638862,Gd,Po,Slab,Gd,Gd,No,LwQ,284.56271837909907,Unf,130.83696926655256,63.75732433015938,479.157011975811,GasA,Fa,Y,FuseP,1286,938,0,2224,0,0,2,0,3,1,Gd,6,Typ,1,TA,NA,1974.0,Unf,2,131.592250822299,Fa,Ex,Y,53,58,98,0,31,338,NA,NA,NA,0,10,2006,ConLD,Abnorml,415241
48,90,FV,,3279,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,OldTown,RRAe,Norm,1Fam,2.5Fin,6,5,1971,2006,Gable,CompShg,MetalSd,ImStucc,BrkFace,438.00799549537794,TA,Gd,CBlock,Gd,Gd,Mn,BLQ,733.7736971862929,BLQ,22.904334019756835,569.8313230647606,1326.5093542708103,GasA,Gd,Y,SBrkr,933,1197,0,2130,1,0,2,0,2,1,Gd,5,Typ,2,Fa,2Types,1929.0,NA,1,332.8683794306142,TA,TA,Y,297,64,51,7,0,0,NA,NA,NA,0,10,2007,ConLD,Partial,366965
49,85,RL,72.0,3156,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NoRidge,PosA,Norm,1Fam,1.5Fin,10,7,1956,1984,Flat,CompShg,ImStucc,Plywood,None,,TA,TA,BrkTil,Gd,TA,Av,GLQ,258.08731468015344,Unf,60.22807741402688,631.2189667605024,949.5343588546828,GasA,TA,Y,SBrkr,1240,1115,0,2355,1,1,2,0,3,1,Fa,4,Typ,0,Po,2Types,1902.0,NA,2,127.55776181647471,Po,Fa,Y,209,14,194,5,24,0,NA,NA,NA,166,5,2008,Con,Partial,467468
50,160,RL,65.0,4027,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRNn,Norm,1Fam,SLvl,6,6,1981,1974,Gable,CompShg,Stucco,BrkComm,None,304.61505852142534,Gd,TA,CBlock,Gd,Fa,No,Unf,788.1950083536188,Unf,0.07962493712178624,106.19140874527392,894.4660420360146,GasA,Ex,Y,SBrkr,1788,784,0,2572,1,1,2,1,3,1,Gd,7,Typ,0,Po,Basment,,RFn,2,315.03150289806007,Gd,TA,Y,188,7,36,22,23,0,NA,GdWo,NA,411,1,2006,ConLI,Partial,352131
51,180,RL,79.0,4632,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,Edwards,RRAe,Norm,1Fam,2Story,5,3,1966,1980,Hip,CompShg,CBlock,VinylSd,BrkFace,,Ex,TA,CBlock,Gd,Gd,Av,LwQ,1663.0378577800614,NA,0.02822413612184548,1251.0565174258625,2914.1225993420458,GasA,Ex,Y,SBrkr,2910,1771,0,4681,0,0,2,0,4,1,Gd,4,Typ,0,Gd,Basment,1997.0,NA,2,472.5300068822953,Fa,Gd,N,101,224,18,0,0,51,NA,NA,NA,422,4,2006,Con,Normal,539745
52,160,RL,71.0,2992,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,PosN,Norm,1Fam,2.5Unf,4,8,1902,1995,Gable,CompShg,Plywood,WdShing,BrkFace,31.140977341730224,Gd,Gd,PConc,Fa,Gd,Av,LwQ,543.4622434785397,Unf,1.3803554382693488,289.89731138291273,834.7399102997217,GasA,Ex,Y,SBrkr,737,399,51,1187,1,0,1,0,3,1,TA,5,Typ,2,Ex,NA,1973.0,Fin,2,245.86224987487287,Gd,Po,Y,55,29,20,0,5,0,NA,NA,NA,212,5,2008,WD,Partial,238152
53,30,RL,57.0,4540,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,IDOTRR,RRNn,Norm,1Fam,1.5Fin,7,6,1901,1983,Hip,CompShg,Stone,WdShing,None,148.09314924067934,Gd,TA,Slab,Fa,Gd,Av,BLQ,1040.73508068662,Unf,6.647351581778348,93.90079473156175,1141.28322699996,GasA,TA,N,SBrkr,1237,937,33,2207,1,0,2,0,0,1,Fa,8,Typ,1,Ex,BuiltIn,1907.0,RFn,2,160.76105608043346,NA,Po,Y,625,38,256,40,24,120,NA,NA,NA,343,8,2006,Oth,Normal,347989
54,190,RL,78.0,3367,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,4,2,1893,2002,Hip,CompShg,BrkFace,Stucco,None,,Gd,TA,BrkTil,Gd,TA,Av,Rec,2373.8140569863854,Unf,5.5389024135227265,157.1562226149313,2536.5091820148396,GasA,Gd,Y,SBrkr,2274,0,0,2274,1,0,2,1,3,1,Gd,7,Typ,0,NA,Attchd,1998.0,Fin,2,280.09959205046357,Po,TA,Y,114,291,195,0,38,0,NA,GdWo,NA,1005,1,2009,CWD,Abnorml,357697
55,85,RL,46.0,3357,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,5,1930,1955,Gable,CompShg,Wd Sdng,WdShing,Stone,185.49749906610072,Gd,Gd,CBlock,TA,TA,No,Unf,40.50677984076931,GLQ,29.986517003927574,254.971802357979,325.4650992026759,GasA,Ex,N,SBrkr,1220,1177,80,2477,1,0,1,0,2,1,TA,7,Typ,0,Ex,2Types,1961.0,Unf,2,194.29879035885992,Ex,Ex,Y,1372,79,28,0,0,108,NA,NA,NA,0,6,2006,CWD,Alloca,378608
56,20,RL,46.0,4100,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,RRAe,Norm,1Fam,2.5Fin,3,5,1982,1959,Gable,WdShngl,Stucco,Plywood,None,9.585182927840076,Gd,Gd,PConc,Ex,NA,Av,BLQ,1075.9213787281956,GLQ,7.873731250975743,364.61762862350173,1448.412738602673,GasA,Gd,Y,SBrkr,1309,1814,0,3123,1,0,2,1,1,1,TA,5,Typ,0,NA,Basment,1993.0,NA,3,221.33142954712613,Fa,Po,Y,139,266,10,0,71,147,NA,NA,NA,1210,10,2009,WD,Partial,439324
57,90,C,102.0,3270,Pave,NA,IR2,HLS,AllPub,Inside,Gtl,Sawyer,RRAn,Norm,1Fam,1.5Unf,6,5,1899,1964,Gable,CompShg,BrkComm,CemntBd,BrkFace,88.52310423933383,Ex,TA,BrkTil,NA,TA,No,NA,483.28786465887094,Unf,6.601032890555064,514.5928563129579,1004.4817538623839,GasA,Gd,Y,Mix,762,487,0,1249,0,0,2,0,3,2,Ex,5,Typ,1,Gd,Basment,1922.0,NA,2,1114.2683953225148,NA,Po,Y,1090,197,0,0,24,0,NA,MnPrv,NA,208,6,2010,WD,Family,322922
58,20,C,44.0,3791,Grvl,Grvl,IR1,Lvl,AllPub,Corner,Gtl,OldTown,RRAn,Norm,1Fam,SFoyer,5,5,1991,1965,Gable,CompShg,CemntBd,VinylSd,Stone,417.28607889689096,TA,Gd,PConc,Gd,TA,No,GLQ,540.5252781079275,Unf,10.82641013703514,275.34002574025635,826.691713985219,GasA,TA,Y,SBrkr,1174,390,0,1564,0,0,3,2,3,1,Gd,7,Min1,0,Po,CarPort,1975.0,NA,2,211.2947182062831,NA,Po,Y,633,108,65,48,0,0,NA,MnPrv,NA,415,7,2008,CWD,Abnorml,308078
59,45,RL,43.0,7389,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,Timber,RRNn,Norm,1Fam,1Story,7,7,1890,1969,Hip,CompShg,ImStucc,CemntBd,None,12.51887796003555,TA,Gd,CBlock,Gd,Fa,Av,BLQ,1589.5147559736595,Unf,8.02945425572812,145.23045500853644,1742.774665237924,GasA,Fa,Y,SBrkr,1669,1506,55,3230,0,0,2,1,3,1,TA,5,Min2,1,NA,Basment,1935.0,Fin,3,627.6570241997019,Ex,Fa,N,65,56,69,6,62,104,NA,MnWw,NA,1063,2,2006,VWD,Abnorml,437406
60,180,RL,97.0,4373,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Veenker,RRAn,Norm,Twnhs,2.5Fin,6,6,1913,1989,Gable,CompShg,CemntBd,Stone,BrkFace,22.02347534205262,TA,Ex,PConc,TA,Gd,Av,Unf,2500.0,Unf,10.385909879855323,665.3640599198095,3175.7499697996645,GasA,TA,Y,SBrkr,862,1455,21,2338,0,0,1,0,5,1,TA,10,Typ,1,Ex,Basment,1904.0,Fin,2,147.2491209262003,NA,Gd,Y,94,194,61,0,21,0,NA,NA,NA,750,11,2010,New,Family,378014
61,45,RL,61.0,7901,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,Twnhs,SFoyer,6,4,2000,1966,Gable,CompShg,CBlock,AsbShng,None,17.81339944911736,Gd,TA,CBlock,TA,Gd,No,ALQ,2500.0,Unf,67.83906980866706,314.6777617823463,2882.516831591013,GasA,Gd,Y,SBrkr,1464,415,0,1879,1,0,2,1,3,1,TA,5,Typ,0,Ex,BuiltIn,,Unf,2,101.45896952199459,TA,Ex,N,542,86,0,7,171,71,NA,NA,NA,67,9,2010,ConLI,Alloca,389838
62,190,RL,64.0,4181,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRNn,Norm,1Fam,2.5Unf,4,7,1958,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,33.693570246052936,TA,TA,CBlock,Ex,TA,Av,Rec,441.107567988349,Unf,14.125901435596095,648.2401968288211,1103.4736662527662,GasA,Gd,Y,SBrkr,1327,966,44,2337,1,0,2,1,5,1,Gd,4,Min2,1,Gd,Attchd,1962.0,RFn,1,218.29182690596966,Fa,TA,Y,32,117,20,93,61,0,NA,NA,NA,278,9,2008,COD,Alloca,349804
63,120,RM,52.0,5466,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,PosN,Norm,1Fam,2.5Unf,7,6,1941,1976,Gable,CompShg,HdBoard,Wd Sdng,None,56.8076960283004,TA,TA,CBlock,NA,Gd,Av,LwQ,107.4958304852449,Unf,28.7280718168654,863.1355664690678,999.3594687711782,GasA,Ex,Y,SBrkr,2129,0,0,2129,0,0,2,1,2,1,TA,4,Typ,1,Fa,2Types,,NA,1,570.3095329267742,Fa,Gd,Y,195,83,24,0,0,51,NA,GdWo,NA,0,8,2006,CWD,Family,370739
64,50,RL,61.0,5854,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Artery,Norm,1Fam,SLvl,7,3,1897,1959,Hip,CompShg,Stucco,AsbShng,None,119.26029845259751,Gd,TA,BrkTil,Gd,Gd,Mn,NA,123.80519530454896,Unf,6.9758278251012955,397.0767966611715,527.8578197908217,Wall,Ex,Y,SBrkr,798,1152,81,2031,0,0,2,1,3,1,Ex,7,Typ,1,Gd,2Types,1939.0,RFn,2,974.0290775202307,Fa,NA,Y,16,31,18,0,107,0,NA,NA,NA,1005,2,2007,ConLD,Partial,359352
65,160,RL,68.0,7732,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,StoneBr,RRAe,Norm,1Fam,SLvl,7,6,1933,1997,Gable,CompShg,MetalSd,HdBoard,None,34.579516683458955,Gd,TA,CBlock,Gd,Gd,Av,Unf,390.29661568377225,Unf,0.9907790238486309,867.4113911590524,1258.6987858666732,GasA,Gd,Y,SBrkr,1862,710,84,2656,0,0,4,2,2,1,Gd,6,Typ,1,Fa,NA,,Fin,2,400.09644942411,Ex,Fa,Y,106,220,231,0,47,0,NA,GdPrv,NA,432,6,2006,VWD,Partial,442910
66,85,RL,62.0,2405,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Artery,Norm,Twnhs,1.5Fin,8,5,1950,1957,Gable,WdShngl,Plywood,BrkComm,BrkFace,50.249873532266065,TA,TA,CBlock,NA,Gd,Mn,Unf,626.6147072011655,NA,5.438199810738698,63.33325272324825,695.3861597351525,GasA,Ex,Y,SBrkr,2019,1120,0,3139,0,0,2,1,1,1,Gd,7,Typ,0,Gd,Detchd,1924.0,Fin,2,197.74141120750497,NA,Gd,Y,79,16,32,46,279,28,NA,NA,NA,2421,1,2007,Con,Alloca,409656
67,60,RL,71.0,5686,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,RRAe,Norm,1Fam,1.5Fin,5,5,1936,1983,Hip,CompShg,Stone,Stucco,None,303.98689324387027,Gd,TA,CBlock,Gd,TA,No,Unf,663.0164653760266,Unf,3.063514088118766,177.4335551026438,843.5135345667892,GasA,Ex,Y,SBrkr,1326,1244,0,2570,1,0,4,0,4,1,Gd,7,Typ,1,Po,Basment,1929.0,RFn,1,391.48799811272994,Fa,Ex,Y,124,183,11,262,45,0,NA,NA,NA,473,5,2006,VWD,Abnorml,374204
68,80,RL,73.0,2394,Pave,NA,Reg,Lvl,NoSeWa,Inside,Gtl,Sawyer,RRAn,Norm,1Fam,SLvl,6,3,1958,2007,Hip,CompShg,BrkComm,Wd Sdng,BrkFace,9.321798309638092,TA,Gd,PConc,TA,Gd,No,GLQ,902.767594596118,Rec,6.866214818923276,264.0258460309198,1173.659655445961,GasA,Gd,Y,SBrkr,1420,1192,0,2612,0,0,1,1,1,1,Gd,4,Typ,1,Fa,CarPort,,Fin,2,74.97395245612944,Gd,Ex,Y,0,473,53,0,32,0,NA,NA,NA,801,7,2006,ConLI,Family,383003
69,120,RL,67.0,1869,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2,1872,1985,Gable,CompShg,Stone,ImStucc,BrkFace,19.292025639278652,Gd,Gd,Slab,TA,TA,Av,Rec,1749.2761504262512,Unf,10.44732445745154,310.15303510910235,2069.876509992805,GasA,Ex,Y,SBrkr,1312,1134,91,2537,0,0,2,0,4,1,Gd,9,Typ,0,Fa,Attchd,,Unf,2,90.47823658646658,TA,Fa,Y,31,18,128,0,135,0,NA,GdPrv,NA,0,2,2007,Con,Alloca,444571
70,150,FV,50.0,7677,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRNn,Norm,1Fam,SFoyer,7,7,1957,2009,Gable,CompShg,Wd Sdng,CBlock,BrkFace,86.37106889396019,TA,Gd,CBlock,Fa,TA,Mn,LwQ,1515.1852275512738,Unf,1.3581918641055124,351.40079957951133,1867.9442189948907,GasA,Fa,Y,FuseF,1018,1049,38,2105,0,0,1,1,2,1,Gd,5,Min2,1,TA,NA,,Unf,1,248.90536359143817,Gd,Po,Y,150,33,92,0,115,0,NA,NA,NA,83,7,2009,New,Normal,383253
71,120,RL,69.0,7615,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,RRAn,Norm,Twnhs,2.5Fin,8,5,2001,2005,Gable,CompShg,Stone,MetalSd,None,223.7269228707718,TA,Gd,CBlock,Gd,TA,Mn,Unf,2500.0,Rec,1.8550279540273151,1858.0996327041626,4359.95466065819,GasA,Ex,Y,SBrkr,974,536,0,1510,1,0,2,0,2,1,Gd,6,Typ,1,NA,Basment,1944.0,Fin,2,149.83703234185677,TA,Fa,Y,193,50,0,0,62,0,NA,GdPrv,NA,3141,5,2006,COD,Alloca,462785
72,20,RM,100.0,1807,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,SFoyer,6,5,1973,1978,Gable,CompShg,HdBoard,AsbShng,BrkCmn,16.314291144099766,Gd,TA,CBlock,TA,TA,No,NA,539.363969521057,Unf,1033.9328511933402,194.24862404068256,1767.5454447550796,GasA,Ex,Y,SBrkr,1020,1195,0,2215,1,0,3,1,4,1,Gd,8,Typ,1,Ex,Basment,1963.0,Fin,1,537.753279061848,NA,NA,Y,148,45,97,29,54,411,NA,NA,NA,0,6,2009,CWD,Normal,378715
73,50,RL,,3463,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,PosN,Norm,1Fam,SFoyer,8,7,2003,1955,Gable,CompShg,Stone,AsbShng,None,109.74134883810751,TA,Fa,CBlock,TA,Gd,Av,ALQ,2500.0,Unf,50.90659064038925,190.32830143025353,2741.2348920706427,GasA,Ex,Y,SBrkr,1959,0,160,2119,1,0,2,0,4,1,TA,6,Typ,0,NA,BuiltIn,1931.0,Unf,2,533.4277028873886,TA,Gd,Y,367,15,27,0,147,186,NA,GdPrv,NA,292,4,2009,New,Alloca,456332
74,40,RL,84.0,4498,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,MeadowV,PosN,Norm,1Fam,SLvl,6,5,1998,2004,Gable,CompShg,AsbShng,BrkFace,None,1600.0,Ex,Gd,Slab,TA,Po,Av,GLQ,241.73072479064763,ALQ,46.97025962501495,184.46990747666152,473.1708918923241,GasA,Gd,Y,SBrkr,904,626,0,1530,0,0,1,0,2,1,Gd,3,Typ,1,Po,NA,,Unf,2,290.5333817264762,TA,TA,Y,446,67,0,0,0,76,NA,NA,NA,0,7,2009,ConLw,Partial,301918
75,30,FV,92.0,4896,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Feedr,Norm,1Fam,SFoyer,5,5,1888,2004,Gable,CompShg,AsbShng,ImStucc,None,15.281129945450665,Gd,Po,PConc,Gd,TA,Mn,Rec,978.9540785044748,Unf,,227.39742603948142,1206.8806087261873,GasA,Fa,Y,SBrkr,963,1323,0,2286,1,0,2,1,4,1,TA,2,Typ,1,Ex,Detchd,1915.0,Unf,2,308.16725591231335,Gd,Po,Y,215,104,51,0,108,81,NA,GdWo,NA,622,8,2007,ConLw,Normal,336339
76,190,FV,60.0,6748,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,3,6,1996,1998,Gable,CompShg,Plywood,VinylSd,Stone,1.5793746044718728,TA,Gd,PConc,Gd,Gd,Mn,ALQ,886.159124507855,Unf,0.3793840807842419,1933.8365746279885,2820.375083216628,GasA,Ex,Y,SBrkr,2338,1414,18,3770,3,0,2,0,4,1,TA,7,Typ,0,NA,BuiltIn,1917.0,NA,2,243.27314116715675,NA,Po,Y,136,41,0,4,51,0,NA,GdWo,NA,2788,4,2006,Oth,Family,433685
77,180,RL,85.0,3937,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1.5Fin,6,3,1992,1995,Gable,CompShg,AsbShng,VinylSd,None,11.547303168186877,TA,Gd,PConc,TA,TA,No,LwQ,2021.3918550781395,Unf,29.16001462783445,518.2243219167028,2568.7761916226764,GasA,Ex,Y,SBrkr,1616,941,153,2710,0,0,1,1,3,1,TA,7,Typ,1,Fa,NA,1961.0,Unf,2,120.19973952208726,Gd,Ex,Y,490,141,92,0,151,0,NA,GdPrv,NA,877,8,2006,WD,Family,479566
78,40,RL,74.0,4234,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,1.5Unf,6,8,1884,1982,Gable,CompShg,Wd Sdng,Plywood,None,2.2094803559230147,Gd,TA,Slab,TA,TA,Av,BLQ,408.0562417543419,Unf,1.2686398945968191,689.7004567517077,1099.0253384006464,GasA,Ex,Y,SBrkr,2639,896,136,3671,0,0,1,0,4,1,Gd,6,Typ,2,Fa,NA,1904.0,Unf,2,580.6706657398537,Gd,TA,Y,88,150,17,0,18,171,NA,NA,NA,519,12,2009,COD,AdjLand,438071
79,160,RL,23.0,3424,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1.5Fin,6,7,1969,1988,Gable,CompShg,HdBoard,Wd Sdng,None,81.80455784185126,Gd,TA,BrkTil,Gd,Gd,Mn,LwQ,275.53718334824094,Unf,47.25860688943747,1517.5940069058252,1840.3897971435035,GasA,Ex,Y,SBrkr,1948,567,0,2515,1,0,3,0,3,1,TA,6,Min2,1,TA,Detchd,1908.0,NA,2,170.4964437276973,Po,Gd,Y,3,284,105,0,53,0,NA,NA,NA,190,3,2010,Oth,Partial,406915
80,90,RL,52.0,2276,Pave,NA,Reg,Lvl,AllPub,CulDSac,Gtl,NWAmes,RRAe,Norm,2FmCon,1.5Fin,8,6,1875,1986,Gable,CompShg,CBlock,MetalSd,BrkCmn,88.3834906307962,TA,Gd,BrkTil,Ex,TA,Av,GLQ,2125.6787472823753,Unf,2.088186154761712,509.3102970441707,2637.0772304813077,GasA,Gd,Y,SBrkr,2945,585,33,3563,1,0,2,1,4,1,TA,7,Typ,0,Gd,Basment,1956.0,RFn,2,55.02274376035591,Fa,Fa,Y,489,41,17,25,19,84,NA,NA,NA,200,6,2007,New,Alloca,473766
81,70,RL,98.0,5054,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,RRAn,Norm,1Fam,1.5Unf,7,7,1942,1976,Gable,CompShg,WdShing,Stucco,BrkFace,67.49130833648097,TA,Gd,PConc,TA,Po,Gd,ALQ,187.76793608490686,Unf,1.5408638264938956,1274.5137013820806,1463.8225012934813,GasA,Po,N,SBrkr,2234,381,8,2623,0,0,2,1,3,1,TA,5,Typ,0,Gd,BuiltIn,1964.0,NA,2,211.72012033065943,Fa,Fa,Y,244,177,432,40,32,256,NA,NA,NA,285,4,2009,WD,Normal,392998
82,50,RM,65.0,9961,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,5,1912,1984,Gable,CompShg,HdBoard,CemntBd,None,115.49652807970371,Gd,Gd,PConc,TA,Gd,No,Unf,116.46662943617414,Unf,5.633940833490774,244.89858734033803,366.99915761000295,GasA,Gd,Y,SBrkr,1874,349,39,2262,2,0,1,1,3,1,Gd,6,Typ,0,Fa,Attchd,,Fin,2,202.31360732257843,Po,Po,Y,4,45,0,0,173,0,NA,NA,NA,124,7,2007,WD,Partial,304724
83,160,RM,20.0,4407,Pave,NA,IR1,Low,AllPub,Corner,Gtl,Gilbert,PosA,Norm,1Fam,SFoyer,4,1,1888,2009,Hip,CompShg,AsbShng,CemntBd,None,,Ex,TA,CBlock,Fa,Gd,No,LwQ,86.37204377021708,Unf,2.771265977673195,373.1878611513789,462.3311708992692,GasA,Ex,N,SBrkr,1300,1031,0,2331,0,0,1,0,4,1,Gd,6,Typ,0,TA,NA,,Fin,1,210.35481106071362,Ex,Gd,Y,72,344,0,60,44,263,NA,NA,NA,712,7,2007,ConLI,Family,310383
84,190,RM,107.0,3969,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,StoneBr,Norm,Norm,TwnhsE,1.5Unf,7,3,1959,1957,Gable,CompShg,Stone,CemntBd,None,68.56211394051513,TA,TA,PConc,NA,TA,Av,NA,584.0886830899499,Unf,61.23822133220795,241.9577663456643,887.284670767822,GasA,Ex,Y,Mix,1702,1527,153,3382,1,1,2,1,2,1,Gd,12,Typ,0,NA,NA,,Fin,1,144.97012421155813,Ex,Gd,P,455,285,63,45,0,143,NA,NA,NA,244,9,2006,VWD,Alloca,499112
85,30,FV,59.0,5283,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Mitchel,RRNn,Norm,Twnhs,2Story,5,4,1999,1968,Gable,CompShg,Stucco,ImStucc,BrkFace,,Gd,TA,CBlock,TA,Gd,Av,Rec,644.082204085275,Unf,55.325282757793175,982.5321109532755,1681.9395977963436,GasA,Gd,Y,SBrkr,941,559,23,1523,0,0,1,0,3,1,Gd,8,Typ,1,Gd,NA,,RFn,2,125.68490501334175,TA,TA,Y,963,94,9,25,0,0,NA,NA,NA,180,12,2006,WD,Partial,336632
86,30,RM,89.0,5572,Pave,Grvl,IR3,Lvl,AllPub,Inside,Gtl,NWAmes,Artery,Norm,1Fam,SFoyer,6,7,1877,1993,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,43.87991261980347,Gd,TA,CBlock,Fa,Fa,Av,NA,454.79175046585874,Unf,354.9214492908438,445.9916212149881,1255.7048209716907,GasA,Ex,Y,SBrkr,1904,1383,20,3307,0,0,2,0,4,1,TA,6,Typ,0,NA,BuiltIn,1951.0,Fin,1,305.0830469378208,NA,Gd,Y,75,225,27,24,27,147,NA,NA,Shed,212,12,2010,ConLw,Abnorml,398318
